"ID","date","days","height","height_raw"
"ID_8",2015-12-18,101,16,16
"ID_8",2016-01-20,134,35,35
"ID_8",2016-02-17,162,109,109
"ID_8",2016-03-16,190,142,142
"ID_8",2016-05-13,248,184,184
"ID_80",2015-12-18,101,15,15
"ID_80",2016-01-20,134,43,43
"ID_80",2016-02-17,162,113,113
"ID_80",2016-03-16,190,150,150
"ID_80",2016-05-13,248,178,178
"ID_81",2015-12-18,101,12,12
"ID_81",2016-01-20,134,50,50
"ID_81",2016-02-17,162,102,102
"ID_81",2016-03-16,190,148,148
"ID_81",2016-05-13,248,148,122
"ID_82",2015-12-18,101,12,12
"ID_82",2016-01-20,134,29,29
"ID_82",2016-02-17,162,95,95
"ID_82",2016-03-16,190,144,144
"ID_82",2016-05-13,248,163,163
"ID_84",2015-12-18,101,20,20
"ID_84",2016-01-20,134,84,84
"ID_84",2016-02-17,162,150,150
"ID_84",2016-03-16,190,153,153
"ID_84",2016-05-13,248,195,195
"ID_85",2015-12-18,101,13,13
"ID_85",2016-01-20,134,32,32
"ID_85",2016-02-17,162,114,114
"ID_85",2016-03-16,190,160,160
"ID_85",2016-05-13,248,160,147
"ID_86",2015-12-18,101,19,19
"ID_86",2016-01-20,134,46,46
"ID_86",2016-02-17,162,66,66
"ID_86",2016-03-16,190,146,146
"ID_86",2016-05-13,248,206,206
"ID_87",2015-12-18,101,14,14
"ID_87",2016-01-20,134,33,33
"ID_87",2016-02-17,162,69,69
"ID_87",2016-03-16,190,132,132
"ID_87",2016-05-13,248,180,180
"ID_88",2015-12-18,101,13,13
"ID_88",2016-01-20,134,56,56
"ID_88",2016-02-17,162,110,110
"ID_88",2016-03-16,190,126,126
"ID_88",2016-05-13,248,155,155
"ID_89",2015-12-18,101,15,15
"ID_89",2016-01-20,134,35,35
"ID_89",2016-02-17,162,83,83
"ID_89",2016-03-16,190,130,130
"ID_89",2016-05-13,248,177,177
"ID_9",2015-12-18,101,15,15
"ID_9",2016-01-20,134,42,42
"ID_9",2016-02-17,162,101,101
"ID_9",2016-03-16,190,154,154
"ID_9",2016-05-13,248,204,204
"ID_90",2015-12-18,101,13,13
"ID_90",2016-01-20,134,35,35
"ID_90",2016-02-17,162,83,83
"ID_90",2016-03-16,190,116,116
"ID_90",2016-05-13,248,177,177
"ID_91",2015-12-18,101,10,10
"ID_91",2016-01-20,134,40,40
"ID_91",2016-02-17,162,74,74
"ID_91",2016-03-16,190,120,120
"ID_91",2016-05-13,248,174,174
"ID_92",2015-12-18,101,12,12
"ID_92",2016-01-20,134,42,42
"ID_92",2016-02-17,162,55,55
"ID_92",2016-03-16,190,138,138
"ID_92",2016-05-13,248,184,184
"ID_94",2015-12-18,101,12,12
"ID_94",2016-01-20,134,52,52
"ID_94",2016-02-17,162,127,127
"ID_94",2016-03-16,190,143,143
"ID_94",2016-05-13,248,170,170
"ID_95",2015-12-18,101,12,12
"ID_95",2016-01-20,134,84,84
"ID_95",2016-02-17,162,141,141
"ID_95",2016-03-16,190,150,150
"ID_95",2016-05-13,248,164,164
"ID_96",2015-12-18,101,24,24
"ID_96",2016-01-20,134,83,83
"ID_96",2016-02-17,162,136,136
"ID_96",2016-03-16,190,159,106
"ID_96",2016-05-13,248,206,206
"ID_98",2015-12-18,101,20,20
"ID_98",2016-01-20,134,50,50
"ID_98",2016-02-17,162,118,118
"ID_98",2016-03-16,190,146,146
"ID_98",2016-05-13,248,158,158
"ID_99",2015-12-18,101,15,15
"ID_99",2016-01-20,134,62,62
"ID_99",2016-02-17,162,114,114
"ID_99",2016-03-16,190,127,127
"ID_99",2016-05-13,248,130,130
